Title,Description,Alert Type,Alert Expires,Search 
Search for malicious domains,,Always,24h,"index IN (prod_censornet, prod_checkpoint, prod_mimecast, prod_rapid7, prod_squid_proxy, test_windows_iis) 
AND (""*dimentos.com*"" OR ""*vaclicinni.xyz*"" OR ""*thulleultinn.club*"" OR ""*oxythuler.cyou*"" OR ""*dictorecovery.cyou*"" OR ""*expertulthima.club*"")"
Search for malicious files,,Always,24h,"index IN (prod_aws, prod_checkpoint, prod_cisco_asa, prod_f5, prod_kong, prod_mimecast, prod_netscaler, prod_o365, prod_rapid7, prod_servicenow, prod_slack, prod_squid_proxy, prod_windows, test_windows_iis) sourcetype=""CONTI_README.txt""
| table category, sourcetype, index, url, user, cs_host, c_ip, time, date, action, dest, dvc, site"
Search for malicious IP addresses,,Always,24h,"index IN (prod_checkpoint, prod_cisco_asa, prod_cisco_ise) 
(""68.183.20.194"" OR ""159.89.140.116"" OR ""83.97.20.160"" OR ""192.99.178.145"" OR ""38.135.122.194"") 
| table category, sourcetype, index, url, user, cs_host, c_ip, time, date, action, dest, dvc, site"
Search to view activity to malicious domains,,Always,24h,"| tstats min(_time) as Time values(Web.user) as user, values(Web.dest) as dest, 
  values(Web.http_method) as method, values(Web.url) as url, values(Web.http_referrer) as referrer, 
  values(Web.http_user_agent) as userAgent, values(Web.category) as category, values(Web.action) as action 
  FROM datamodel=Web 
  WHERE Web.dest IN (""*australiatourism.bazar*"", ""*bestsightsofwildaustralia.bazar*"", 
                     ""*restinaustraliaplace.bazar*"", ""*sightsofsydney21.bazar*"", ""*sydneynewtours.bazar*"", 
                     ""*vacationinsydney2021.bazar*"") 
    AND Web.url IN (""*australiatourism.bazar*"", ""*bestsightsofwildaustralia.bazar*"", 
                    ""*restinaustraliaplace.bazar*"", ""*sightsofsydney21.bazar*"", ""*sydneynewtours.bazar*"", 
                    ""*vacationinsydney2021.bazar*"") 
    AND Web.http_referrer IN (""*"") 
  BY Web.url
| fields Time, user, dest, url, method, referrer, userAgent, category, action 
| convert ctime(Time)"
Search to view presence of malicious file hashes,,Always,24h,"index=prod_windows sourcetype=WinEventLog OR index=prod_sophos_onprem sourcetype=WinEventLog 
EventCode IN (""21807bf30699429100f07c674e9f52f0"", ""441a9b57a778665b0689986265a59caf"", ""494e8dc63210ed59ab012ebb5be1a283"", ""c941c4a83663fa976cf0367844900bc6"", ""c9ea53bdb7010f189f3c4566a854c543"")"
File Hash Search (30d),,Always,24h,"index=prod_windows OR index=prod_sophos_onprem sourcetype=WinEventLog 
(3f8975af51c5028a28097bd0fecc58a92f083abaa347c1f3565fe0309f0286 OR 
7c24d99685623b604aa4b2686e9c1b843a4243eb1b0b7b096d73bcae3d8d5a79 OR 
0f0e25e859bc6f21447ed196d557eb6cdba9737dd3de22a5183a505da0126302 OR 
ac92d4c6397eb4451095949ac485ef4ec38501d7bb6f475419529ae67e297753 OR 
b76e2eea653b480c8a559215aa08806fad4c83c60f9a5996e89d51709212ee29 OR 
e6b0a56662d1f0544257c63e63b2f85ad7215f0df3a7f5a689dee66f27e24db7 OR 
c087de89a3e2c83eb0e5b4bf11de01082518d2099667a63fb49df23206b132e3 OR 
714f3edd04dcce475992d4b173a99ed1a10783d6b5b22cb342884875226396ab OR 
878c2d30ac544c9cb9353675313cfd0b9e2cd4f1952f451b44b9c68849a403e8 OR 
f6ffead3b5f3db5a7a00d1fef874c3d3ed7ecf095da2d981ebd691fdfa685716 OR 
91450c079b924cdbe85c774ac414ee8824cb4182764c51c11c7f0a6fcf11b800 OR 
00ef6637bea63d139f497f9b19c72bc526b85ab40d4ed62a1558930c0ebaa6e5 OR 
95363884cf0cfa8a086cd09714ec1825469f2bfae513e908ec2ea1ffb4215143 OR 
afb49eb1848957358695dabc101257dc008b327aaa45d6651dbfeebca646622f OR 
fcdb76dd9ed127aa0d67615e30a9fbe167e6d5470b943e3a2aa4c33039e21c38 OR 
7dc6d17f523f0e5edf4299c719c6272afc9c53a57c4a9a8cbdc099d00eec1623 OR 
7a248603f91082b2f7d34037ed9974a39716fe72483002616d43eca59fc1e6dd OR 
6660186d53830ad8135e7cd6205f79da69319871e636fba913b3465913ecf2ce OR 
eba8b7356da43b24b7e62f362ada126596043a38bc5d8d3a9138a9b484d36e3e OR 
67ee96c3666d51"
IPv4 Search(7d),,Always,24h,"index=prod_checkpoint OR index=prod_cisco_asa OR index=prod_cisco_ise 
(134.19.177.46 OR 194.33.45.132 OR 103.133.104.124 OR 103.232.55.27 OR 194.5.98.38 
OR 103.207.36.177 OR 185.222.58.147 OR 194.5.97.87 OR 5.206.224.194 OR 185.19.85.176 
OR 104.171.113.195 OR 103.151.123.132 OR 31.210.21.99 OR 103.151.123.132 OR 31.210.20.96 
OR 87.98.245.48 OR 185.38.142.241 OR 104.236.223.230 OR 185.38.142.241 OR 79.134.225.104 
OR 185.203.119.28 OR 103.133.109.176 OR 64.188.13.141 OR 193.218.118.85 OR 74.125.193.102)
| table category sourcetype index url user cs_host c_ip time date action dest dvc site"
Malicious Domains (90d),,Always,24h,"| tstats min(_time) as Time values(Web.user) AS user, values(Web.dest) AS dest, 
  values(Web.http_method) AS method, values(Web.url) AS url, values(Web.http_referrer) AS referrer, 
  values(Web.http_user_agent) AS userAgent, values(Web.category) AS category, values(Web.action) AS action 
  FROM datamodel=Web WHERE Web.dest IN (""*new.www1.biz*"", ""*smasters.otzo.com*"", ""*sriggggs.dynamic-dns.net*"", 
  ""*punisher.shacknet.us*"", ""*italidiegwu12.duckdns.org*"", ""*jbfrost.live*"", ""*nectarclampplaza.com*"", ""*str-master.pw*"") 
  AND Web.url IN (""*"") AND Web.http_referrer IN (""*"") 
  BY Web.url 
| fields Time, user, dest, url, method, referrer, userAgent, category, action 
| convert ctime(Time)"
Search for domains 30 days,,Always,24h,"| tstats min(_time) as Time values(Web.user) AS user, values(Web.dest) AS dest, 
values(Web.http_method) AS method, values(Web.url) AS url, values(Web.http_referrer) AS referrer, 
values(Web.http_user_agent) AS userAgent, values(Web.category) AS category, values(Web.action) AS 
action FROM datamodel=Web WHERE Web.dest IN (""*new.www1.biz*"", ""*smasters.otzo.com*"", 
""*sriggggs.dynamic-dns.net*"", ""*punisher.shacknet.us*"", ""*italidiegwu12.duckdns.org*"", ""*jbfrost.live*"", 
""*nectarclampplaza.com*"", ""*str-master.pw*"") AND Web.url IN (""*"") AND Web.http_referrer IN (""*"") 
BY Web.url 
| fields Time, user, dest, url, method, referrer, userAgent, category, action 
| convert ctime(Time)"
Search for IPS 30 days,,Always,24h,"index=prod_checkpoint OR index=prod_cisco_asa OR index=prod_cisco_ise (198.54.117.200 OR 198.54.117.198 OR 198.54.117.199 OR 198.54.117.197 OR 104.193.252.197 OR 162.244.81.253 OR 185.180.197.86 OR 81.91.177.54 OR 185.117.119.87) 
| table category sourcetype index url user cs_host c_ip time date action dest dvc site"
Search to find malicious hashes 30 days,,Always,24h,index=prod_windows OR index=prod_sophos_onprem sourcetype=WinEventLog (243dff06fc80a049f4fb37292f8b8def0fce29768f345c88ee10699e22b0ae60 OR 12ee27f56ec8a2a3eb2fe69179be3f7a7193ce2b92963ad33356ed299f7ed975 OR 9cee5522a7ca2bfca7cd3d9daba23e9a30deb6205f56c12045839075f7627297 OR 5860f2415aa9a30c045099e3071f099313f653ae1806d6bcdb5f47d5da96c6d7 OR 78782fd324bc98a57274bd3fff8f756217c011484ebf6b614060115a699ee134 OR dc4b8dfff72ff08ec4daa8db4c096a350a9a1bf5434ba7796ab10ec1322ac38c OR 8cfd28911878af048fb96b6cc0b9da770542576d5c2b20b193c3cfc4bde4d3bc OR 4edb883d1ac97824ee42d9f92917cc84b52995abcd17b2852a7e3d5bb567ffbe OR e9417cb1baec2826e3f5a6f64ade26c1374d74d8aa41bfabd29ea20ea5894b14 OR fb76b4a667c6d790c39fcc93a3aac8cd2a224f0eb9ece4ecfd7825f606c2a8b6 OR 4d9432e8a0ceb64c34b13d550251b8d9478ca784e50105dc0d729490fb861d1a OR 508dd6f7ed6c143cf5e1ed6a4051dd8ee7b5bf4b7f55e0704d21ba785f2d5add OR cc54647e8c3fe7b701d78a6fa072c52641ac11d395a6d2ffaf05f38f53112556 OR 68872cc22fbdf0c2f69c32ac878ba9a7b7cf61fe5dd0e3da200131b8b23438e7 OR 1ef8db7e8bd3aaba8b1cef96cd52fde587871571b1719c5d40f9a9c98dd26f84 OR 43e61519be440115eeaa3738a0e4aa4bb3c8ac5f9bdfce1a896db17a374eb8aa OR ec153c3cb67f742b12a35a498d93cd80f47b19ea7b7eb0de217139f136ea0073 OR 533672da9d276012ebab3ce9f4cd09a7f537f65c6e4b63d43f0c1697e2f5e48d OR 1cc7c198a8a2c935fd6f07970479e544f5b35a8eb
Search for Windows Pcap Drivers (30d),,Always,24h,"index=prod_checkpoint OR index=prod_cisco* OR index=prod_o365 OR index=prod_windows OR index=prod_sophos* EventCode=4697 (""*pcap*"" OR ""*npcap*"" OR ""*npf*"" OR ""*nm3*"" OR ""*ndiscap*"" OR ""*nmnt*"" OR ""*windivert*"" OR ""*USBPcap*"" OR ""*pktmon*"")"
Search for PSexec or WMI IoC (30d),,Always,24h,"index IN (prod_checkpoint prod_cisco* prod_o365 prod_windows prod_sophos*) EventCode=1121 
    AND (Process_Name IN (""*\\wmiprvse.exe"" ""*\\psexesvc.exe"") 
        OR New_Process_Name IN (""*\\wmiprvse.exe"" ""*\\psexesvc.exe"") 
        OR process_name IN (""*\\wmiprvse.exe"" ""*\\psexesvc.exe"") 
        OR new_process_name IN (""*\\wmiprvse.exe"" ""*\\psexesvc.exe""))
| convert ctime(_time) as Time timeformat=""%d/%m/%y %H%M%S""
| stats earliest(Time) as ""Earliest"" latest(Time) as ""Latest"" values(user) as User 
    values(EventCode) as EventCode values(Message) as Message by host"
Check for evidence of mimikatz PrintNightmare module (30 days),,Always,24h,"index IN (test_windows, prod_windows)
source=""WinEventLog*""
(EventCode=4688 OR EventCode=592) AND 
(""*miscprintnightmare*"" OR (""*/server*"" AND ""*/library\\*"" AND ""*.dll""))"
Search for evidence of PowerShell PrintNightmare module (30 days),,Always,24h,"index IN (test_windows, prod_windows) source=""WinEventLog*"" (EventCode=4688 OR EventCode=592) AND 
((""*Invoke-Nightmare*"") OR (""*-DLL*"" AND ""*.dll"") OR (""*-DriverName*"" AND ""*-NewUser*""))"
Search for evidence of Rundll32.exe PrintNightmare module (30 days),,Always,24h,"index IN (test_windows, prod_windows) source=WinEventLog* (EventCode=4688 OR EventCode=592) New_Process_Name=*rundll32.exe Creator_Process_Name=*spoolsv.exe"
Search for relevant event codes for indication of exploitation,,Always,24h,"index IN (test_windows, prod_windows) source=""WinEventLog*"" 
(EventCode=4688 OR EventCode=592) AND (""*spoolsv.exe*"" OR ""*\\AppCrash_spoolsv.exe_*"")"
Search to view spoolsv.exe errors associated with PrintNightmare exploit (30 Days),,Always,24h,"index IN (test_windows, prod_windows) source=""WinEventLog*"" ((ErrorCode=""0x45A"" AND (EventCode=""808"" OR EventCode=""4909""))
OR (""The print spooler failed to load a plug-in module"" OR ""*\\drivers\\x64\\*"")) AND ""*mimispool*"""
Check For Connections to Domains (30d),,Always,24h,"| tstats values(Web.user) AS user, values(Web.dest) AS dest, values(Web.http_method) AS method, 
  values(Web.url) AS url, values(Web.http_referrer) AS referrer, values(Web.http_user_agent) AS 
  userAgent, values(Web.category) AS category, values(Web.action) AS action FROM datamodel=Web 
  WHERE Web.dest IN (""*f0525443.xsph.ru*"", ""*f0525538.xsph.ru*"", ""*f0526889.xsph.ru*"", 
  ""*f0528108.xsph.ru*"", ""*f0528018.xsph.ru*"", ""*f0528103.xsph.ru*"", ""*f0527632.xsph.ru*"", 
  ""*f0527590.xsph.ru*"", ""*f0527586.xsph.ru*"", ""*f0527577.xsph.ru*"", ""*f0527472.xsph.ru*"", 
  ""*f0527475.xsph.ru*"", ""*f0527235.xsph.ru*"", ""*f0526632.xsph.ru*"", ""*f0526333.xsph.ru*"", 
  ""*f0525244.xsph.ru*"", ""*f0525767.xsph.ru*"", ""*f0525168.xsph.ru*"", ""*f0525255.xsph.ru*"", 
  ""*f0525053.xsph.ru*"") AND Web.url IN (""*f0525443.xsph.ru*"", ""*f0525538.xsph.ru*"", 
  ""*f0526889.xsph.ru*"", ""*f0528108.xsph.ru*"", ""*f0528018.xsph.ru*"", ""*f0528103.xsph.ru*"", 
  ""*f0527632.xsph.ru*"", ""*f0527590.xsph.ru*"", ""*f0527586.xsph.ru*"", ""*f0527577.xsph.ru*"", 
  ""*f0527472.xsph.ru*"", ""*f0527475.xsph.ru*"", ""*f0527235.xsph.ru*"", ""*f0526632.xsph.ru*"", 
  ""*f0526333.xsph.ru*"", ""*f0525244.xsph.ru*"", ""*f0525767.xsph.ru*"", ""*f0525168.xsph.ru*"", 
  ""*f0525255.xsph.ru*"", ""*f0525053.xsph.ru*"") AND Web.http_referrer IN (*) BY Web.url
| fields user, dest, url, method, referrer, userAgent, category, action"
Search for activity to IPS (30d),,Always,24h,"| tstats values(Web.user) AS user, values(Web.dest) AS dest, values(Web.http_method) AS method, 
values(Web.url) AS url, values(Web.http_referrer) AS referrer, values(Web.http_user_agent) AS 
userAgent, values(Web.category) AS category, values(Web.action) AS action 
FROM datamodel=Web 
WHERE Web.dest IN (
    ""*f0525443.xsph.ru*"",
    ""*f0525538.xsph.ru*"",
    ""*f0526889.xsph.ru*"",
    ""*f0528108.xsph.ru*"",
    ""*f0528018.xsph.ru*"",
    ""*f0528103.xsph.ru*"",
    ""*f0527632.xsph.ru*"",
    ""*f0527590.xsph.ru*"",
    ""*f0527586.xsph.ru*"",
    ""*f0527577.xsph.ru*"",
    ""*f0527472.xsph.ru*"",
    ""*f0527475.xsph.ru*"",
    ""*f0527235.xsph.ru*"",
    ""*f0526632.xsph.ru*"",
    ""*f0526333.xsph.ru*"",
    ""*f0525244.xsph.ru*"",
    ""*f0525767.xsph.ru*"",
    ""*f0525168.xsph.ru*"",
    ""*f0525255.xsph.ru*"",
    ""*f0525053.xsph.ru*""
) 
AND Web.url IN (
    ""*f0525443.xsph.ru*"",
    ""*f0525538.xsph.ru*"",
    ""*f0526889.xsph.ru*"",
    ""*f0528108.xsph.ru*"",
    ""*f0528018.xsph.ru*"",
    ""*f0528103.xsph.ru*"",
    ""*f0527632.xsph.ru*"",
    ""*f0527590.xsph.ru*"",
    ""*f0527586.xsph.ru*"",
    ""*f0527577.xsph.ru*"",
    ""*f0527472.xsph.ru*"",
    ""*f0527475.xsph.ru*"",
    ""*f0527235.xsph.ru*"",
    ""*f0526632.xsph.ru*"",
    ""*f0526333.xsph.ru*"",
    ""*f0525244.xsph.ru*"",
    ""*f0525767.xsph.ru*"",
    ""*f0525168.xsph.ru*"",
    ""*f0525255.xsph.ru*"",
    ""*f0525053.xsph.ru*""
) 
AND Web.http_referrer IN (*) 
BY Web.url
| fields user, dest, url, method, referrer, userAgent, category, action"
Search for presence of suspicious hashes in the estate (30 days),,Always,24h,"index=prod_windows OR index=prod_sophos_onprem sourcetype=WinEventLog 
(B935689B73080CBB9E705E0E598554D1551803E405607CEEABAFE763AA6F9977 
OR 73CF0383A1DC61D851478D5C12408F19A426DD6DA3B347135D0D02A30B4E7545 
OR 9EA73CAC6A19E97458C24AA41D11D0A259EC9E374F58C5861FCA83F2984EC9FA 
OR 80C6688BEE8ED522D3045F46729803A9925857C0AC6B0A4CC2EE552820014197 
OR 7376C43230CE320552C655C6A1CDAD03A4A65395F241A763758BF8F13375474B 
OR 99875E7786B803B50675D3FDE7B3B297EB0291582A71D07FDE68A6F4B1E66C4E 
OR CD6D89DEB28453839DFFCBD5F95EA988DD1845F763FD6ABD33FC62189ECAB339 
OR 3279E4790191B9C9306B8C6870D6E6D4D1990F33B6B1B1E44876F32D9FAD83FA 
OR 453005576C7EDBFDFBD0E0B96D3ACABA53FCDAB6B0DDA0F18375EA898BDBBFD4 
OR 2F1AF29DF7E0104B363D1D5F905FD978ECA948151D55334753E1540F6217AC95 
OR 824D880A5331A14827C549B6277E57DBDF55CBBCF63EA6F9EE47C788258CD313 
OR B6C563486ADE09FBE672D8ACB34736FEE2B36D217DF5EA1D4E3C6BF07DC375C4 
OR DDB32192DB103ECF44FDBE3E0CF4DA8D61853BD90B46EC3721B6760EDEC8FBEB 
OR 3F9A83AFB95B22057FE64588AF8CC3A4F463615DEDFB56F4077FA8BBD7607A9F 
OR FFB99BB263054241D6D3C9330EA911A3B596B3F0D1146CD5C09DF2652A3A8DA8 
OR 35296AA729A0A7FFB94E8141EF9DE20315F88412D1C68DBB81FBAE5FA871F914 
OR 515FEDD3B73D5E818BF55CB918C9788E1F89B4E8C185A90DCB5B66B38C87C17F 
OR 860388A45EED8C7BAEB4CF3B3AF742222E060DA5723A7E6724D5B6B22F43C697 
OR C063D617F9DBBB3A995"
Search for lateral movement Indicators with ConDrv (30d),,Always,24h,"| tstats summariesonly=t earliest(_time) as Earliest latest(_time) as Latest 
  values(Web.user) as User values(Web.dest) as Destination 
  values(Web.site) as Site values(Web.action) as Action 
  values(Web.category) as Category values(Web.url) as URL 
  values(Web.http_content_type) as ""HTTP Content Type"" 
  values(Web.http_method) as ""HTTP Method"" 
  values(Web.http_referrer) as ""HTTP Referrer"" 
  values(Web.http_user_agent) as ""User Agent"" 
  from datamodel=Web 
  WHERE Web.dest IN (""95.179.242.6"", ""95.179.242.27"", ""199.247.25.102"", ""95.179.210.61"", ""95.179.156.97"") 
  by Web.src 
| `drop_dm_object_name(Web)` 
| convert ctime(Earliest) ctime(Latest) timeformat=""%d/%m/%Y %H%M%S"" 
| sort -Earliest"
Search to view evidence of executables over the last 30 days,,Always,24h,"index=prod_checkpoint OR index=prod_cisco* OR index=prod_o365 OR index=prod_windows OR index=prod_sophos* EventCode=4688 New_Process_Name IN (""*bash.exe"" ""*lxrun.exe"" ""*wsl.exe"") 
| fields src_user, user, category, New_Process_Name, app, signature, dest, index 
| stats earliest(_time) as earliest, latest(_time) as latest, count, values(category) as category, 
values(New_Process_Name) as New_Process_Name, values(app) as app, values(signature) as signature, 
values(index) as index by dest, user, src_user 
| eval earliest=strftime(earliest,""%Y-%m-%d %H%M%S.%Q"") 
| eval latest=strftime(latest,""%Y-%m-%d %H%M%S.%Q"") 
| table earliest, latest, count, src_user, user, New_Process_Name, dest, signature, category, app, index"
Search for suspicious domains,,Always,24h,"| tstats values(Web.user) AS user, values(Web.dest) AS dest, values(Web.http_method) AS method, 
  values(Web.url) AS url, values(Web.http_referrer) AS referrer, values(Web.http_user_agent) AS userAgent, 
  values(Web.category) AS category, values(Web.action) AS action 
  FROM datamodel=Web 
  WHERE Web.dest IN (*) 
    AND Web.url IN (""*py2web.online*"", ""*py2web.store*"", ""*mr.f2pool.com*"", ""*pool.minexmr.com*"", 
                   ""*xmr-eu1.nanopool.org*"", ""*xmr.f2pool.com*"", ""*xmr.pool.gntl.co.uk*"", 
                   ""185.239.242.71*"", ""194.145.227.21*"", ""194.145.227.21/a.py*"", ""194.145.227.21/ldr.ps1*"", 
                   ""194.145.227.21/ldr.sh*"", ""194.40.243.98/ldr.sh*"", ""194.87.139.103/cleanfda/newinit.sh*"", 
                   ""194.87.139.103/cleanfda/zzh*"", ""195.58.39.46/asap*"", ""195.58.39.46/cleanfda/init.sh*"", 
                   ""195.58.39.46/cleanfda/newinit.sh*"", ""195.58.39.46/cleanfda/zzh*"", ""31.210.20.120/ldr.sh*"", 
                   ""31.210.20.181/ldr.sh*"", ""45.145.185.85*"", ""py2web.store/cleanfda/newinit.sh*"", 
                   ""py2web.store/cleanfda/zzh*"") 
    AND Web.http_referrer IN (*) 
  BY Web.url 
| fields user, dest, url, method, referrer, userAgent, category, action"
Search for suspicious IP addresses,,Always,24h,"| tstats summariesonly=t count min(_time) as firstTime max(_time) as lastTime 
  values(All_Traffic.src_ip) as src_ip  
  values(All_Traffic.dvc) as dvc 
  values(All_Traffic.protocol) as protocol 
  values(All_Traffic.src_zone) as src_zone 
  values(All_Traffic.user) as user 
  from datamodel=Network_Traffic 
  where All_Traffic.dest_ip IN (""139.99.102.72"", ""185.239.242.71"", ""194.145.227.21"", ""194.40.243.98"", ""194.87.139.103"", ""195.58.39.46"", ""31.210.20.120"", ""31.210.20.181"", ""45.145.185.85"") 
  by All_Traffic.dest_ip, All_Traffic.action, All_Traffic.app
| convert ctime(lastTime) as lastTime, ctime(firstTime) as firstTime timeformat=""%Y/%m/%d %H%M"""
Search for a process injection associated with Bazar malware (30 days),,Always,24h,"index IN (prod_checkpoint prod_cisco* prod_o365 prod_windows prod_sophos*) EventCode=4688 New_Process_Name IN (""*bash.exe"" ""*lxrun.exe"" ""*wsl.exe"")
| fields src_user, user, category, New_Process_Name, app, signature, dest, index
| stats earliest(_time) as earliest, latest(_time) as latest, count, values(category) as category, values(New_Process_Name) as New_Process_Name, values(app) as app, values(signature) as signature, values(index) as index by dest, user, src_user
| eval earliest=strftime(earliest,""%Y-%m-%d %H%M%S.%Q"")
| eval latest=strftime(latest,""%Y-%m-%d %H%M%S.%Q"")
| table earliest, latest, count, src_user, user, New_Process_Name, dest, signature, category, app, index"
IPv4 Search,,Always,24h,"| tstats summariesonly=t count min(_time) as firstTime max(_time) as lastTime values(All_Traffic.src_ip) as ""src_ip"" values(All_Traffic.dvc) as dvc values(All_Traffic.protocol) as ""protocol"" values(All_Traffic.src_zone) as ""src_zone"" values(All_Traffic.user) as ""user"" from datamodel=Network_Traffic where All_Traffic.dest_ip IN (*198.55.119.112*, *45.58.112.77*, *23.229.111.197*, *23.229.111.197*, *185.208.158.208*) by All_Traffic.dest_ip All_Traffic.action All_Traffic.app 
| convert ctime(lastTime) ctime(firstTime) timeformat=""%Y/%m/%d %H%M"""
Search for Domains,,Always,24h,"| tstats values(Web.user) AS user, values(Web.dest) AS dest, values(Web.http_method) AS method, 
values(Web.url) AS url, values(Web.http_referrer) AS referrer, values(Web.http_user_agent) AS 
userAgent, values(Web.category) AS category, values(Web.action) AS action FROM datamodel=Web 
WHERE Web.dest IN (*ddjm.co.kr/bbs/icon/skin/skin.php*, *hivekorea.com/jdboard/member/list.php*, 
*mail.namusoft.kr/jsp/user/eam/board.jsp*, *mail.sisnet.co.kr/jsp/user/sms/sms_recv.jsp*, 
*snum.or.kr/skin_img/skin.php*, *allamwith.com/home/mobile/list.php*, 
*conkorea.com/cshop/banner/list.php*, *ddjm.co.kr/bbs/icon/skin/skin.php*, 
*jinjinpig.co.kr/Anyboard/skin/board.php*) AND Web.url IN (*) AND Web.http_referrer IN (*) 
BY Web.url | fields user, dest, url, method, referrer, userAgent, category, action"
Search for Hashes,,Always,24h,index=prod_windows OR index=prod_sophos_onprem sourcetype=WinEventLog ed9aa858ba2c4671ca373496a4dd05d4 OR 71759cca8c700646b4976b19b9abd6fe OR 3ba4c71c6b087e6d06d668bb22a5b59a OR d5e974a3386fc99d2932756ca165a451 OR f4d46629ca15313b94992f3798718df7 OR 118cfa75e386ed45bec297f8865de671 OR 53648bf8f0121130edb42c626d7c2fc4 OR 1bb267c96ec2925f6ae3716d831671cf OR 0812ce08a75e5fc774a114436e88cd06 OR 927f0a1090255bc724953e1f5a09a070 OR 145735911e9c8bafa4c9c1d7397199fc OR 551c5b3595e9fc1081b5e1f10e3c1a59 OR f3fcb306cb93489f999e00a7ef63536b OR 0ecfa51cd4bf1a9841a07bdb5bfcd0ab OR 4d30612a928faf7643b14bd85d8433cc OR df1e7a42c92ecb01290d896dca4e5faa OR 3b1b8702c4d3e2e194c4cc8f09a57d06 OR ef3a6978c7d454f9f6316f2d267f108d OR 33c2e887c3d337eeffbbd8745bfdfc8f OR bf4a822f04193b953689e277a9e1f4f1 OR 6e710f6f02fdde1e4adf06935a296fd8 OR 38917e8aa02b58b09401383115ab549e OR 67220baf2a415876bee2d43c11f6e9ad OR 3bf9b83e00544ac383aaef795e3ded78 OR 159ad2afcab80e83397388e495d215a5 OR 21ec5f03aab696f0a239c6ea5e50c014 OR b5874eb1119327be51ae03adcbf4d3e0 OR 8b378eabcec13c3c925cc7ca4d191f5f OR 5b387a9130e9b9782ca4c225c8e641b3 OR 25c8e057864126e6648c34581e7b4f20 OR 62eae43a36cbc4ed935d8df007f5650b OR 8d74112c97e98fef4c5d77200f34e4f2 OR b5648f5e115da778615dfd0dc772b647 OR eef723ff0b5c0b10d391955250f781b3 OR d1a99087fa3793fbc4d0adb26e87efce OR d63bb2c5cd4cfbe8fabf1640b569
"Search checking for connections to ad sites (Domain, over 30 days)",,Always,24h,"index=prod_checkpoint (dest=""34.231.131.84"" OR dest=""52.87.34.65"" OR dest=""52.41.141.111"" OR dest=""35.164.24.169"" OR dest=""54.149.89.229"" OR dest=""54.191.252.124"" OR dest=""52.10.53.42"" OR dest=""52.26.163.52"" OR dest=""104.27.169.191"" OR dest=""104.27.168.191"" OR dest=""45.82.253.244"" OR dest=""104.206.78.18"") 
| table _time, host, action, conn_direction, dest, hostname, service 
| sort -_time"
"Search checking for connections to ad sites (IP, over 30 days)",,Always,24h,"index=prod_checkpoint (dest=""34.231.131.84"" OR dest=""52.87.34.65"" OR dest=""52.41.141.111"" OR dest=""35.164.24.169"" OR dest=""54.149.89.229"" OR dest=""54.191.252.124"" OR dest=""52.10.53.42"" OR dest=""52.26.163.52"" OR dest=""104.27.169.191"" OR dest=""104.27.168.191"" OR dest=""45.82.253.244"" OR dest=""104.206.78.18"")
| table _time host action conn_direction dest hostname service
| sort -_time"
Search checking for signs of the malware (over 30 days),,Always,24h,"index=*
(""33094acd614825a916b77df6c5141c088fc3768b"" OR
""0f4d63961b5f0f85bdf17d7858ab76f4b12173f8af25a3c1c8d84d75bb46d384"" OR
""1b2fe4717cab6010c54d1132c789ab092a0f159733367f57d47a8673090e13e3"" OR
""31f86819ef41477c18e700a75450fb5fc733636f83f92cbf06e6bcfcfd7e39c3"" OR
""4685d1ea51450e291b46a4fb64b549ac423a41bdfe03f1a536c031a90ef05499"" OR
""60f240809b1d3c205a585b2386dcc4a0c6ec63e6038ab122af905e3b9bd9637c"" OR
""63d49ee2a609deacf15d4c5dd3c39b8678b1ef7d64704e6eda648e28ae97cf05"" OR
""7d57f577f22e1b87a1f94876840c924f4335cfac06ccac2dff032db5db763798"" OR
""9d3aab6a662b6f245e46a0548a7b7526fb7921c38f8f2da9fafae8cdae87dde1"" OR
""a88b8339048897ad794f6ba051d714533eaf750ba45d93397e19280fb0187479"" OR
""b56a75e8a431c78253ffca8adf967a33335ffd3413987fc129fb17dc81c3c866"" OR
""b7305f7409d9518d57aad6c9baf04160566c1cc90a9c8284ab7f9fc1c2af116b"" OR
""cea3c5d2afb1417c2e1435fa3035777c992f167532f9a5bc1203468993f025ed"" OR
""d745e27c1892fda16bf37f0cfaeef9cd7e201754bc75abbbd5db534186ff1c57"" OR
""db677e6fcdc8f80720323edd2c7e082ff64f805ec4e545b35c0dfaac370a7f9b"" OR
""dd96cf4443ec8c0ddf8355f1845f5a8c3e252061041231e25bc6d829c3edd5b0"" OR
""deeaf7d761dbb3d7434d378065161122296c07dfda1ad7a72fe2f364d90425db"" OR
""def687be0a9af6454054f20bb0bcfb9d5c7361584a024584174b4776e051926f"" OR
""dfc56347494ca778defdf4b68a70e20f8ce6b994819a9b5923a60e648de97f09"" OR
"""
