Title,Description,Alert Type,Alert Expires,Search 
Heavy Forwarder Blocks,"This Splunk search query performs the following actions:

Searches the ""prod_checkpoint"" index for events where the action is ""Drop"" and the destination IP address matches one of the specified values (172.22.96.10, 172.22.96.11, 172.25.96.10, or 172.25.96.11).
Groups the results by index, origin, source IP address, destination IP address, destination port, action, and rule name, and calculates the count of events for each group.
Sorts the results by the count of events in descending order.
Uses the ""lookup"" command to match the source and destination IP addresses with a lookup table called ""MySubnets"" to get the corresponding location for each IP address.
Renames the ""origin"" field as ""Firewall"".
Outputs the results in a tabular format, including the count of events, the firewall name, source IP address, source location, destination IP address, destination port, destination location, and rule name.
In summary, this query searches for dropped traffic events in a specific index and provides a summary report with additional information about the source and destination of the traffic, as well as the rule name and firewall name.",Always,24h,"index=prod_checkpoint action=Drop dest_ip IN (""172.22.96.10"",""172.22.96.11"",""172.25.96.10"",""172.25.96.11"")
| stats count by index, origin, src_ip, dest_ip, dest_port, action, rule_name
| sort -count
| lookup MySubnets subnet as src_ip OUTPUT location as src_location
| lookup MySubnets subnet as dest_ip OUTPUT location as dest_location
| rename origin as Firewall
| table count, Firewall, src_ip, src_location, dest_ip, dest_port, dest_location, rule_name"
IPv4 Search,"This Splunk search query retrieves summarized statistics from the ""Network_Traffic"" data model for traffic that has a destination IP address matching any of the listed IP addresses (198.55.119.112, 45.58.112.77, 23.229.111.197, 23.229.111.197, 185.208.158.208).

The summary statistics include a count of events, the earliest and latest time for an event, source IP address, device, protocol, source zone, and user. The summary statistics are grouped by destination IP address, action, and application.

The ""convert"" command is used to format the ""lastTime"" and ""firstTime"" fields to display the time in a specific format (""%Y/%m/%d %H%M""). This is useful for human readability of the time fields.",Always,24h,"| tstats summariesonly=t count min(_time) as firstTime max(_time) as lastTime values(All_Traffic.src_ip) as ""src_ip"" values(All_Traffic.dvc) as dvc values(All_Traffic.protocol) as ""protocol"" values(All_Traffic.src_zone) as ""src_zone"" values(All_Traffic.user) as ""user"" from datamodel=Network_Traffic where All_Traffic.dest_ip IN (*198.55.119.112*, *45.58.112.77*, *23.229.111.197*, *23.229.111.197*, *185.208.158.208*) by All_Traffic.dest_ip All_Traffic.action All_Traffic.app 
| convert ctime(lastTime) ctime(firstTime) timeformat=""%Y/%m/%d %H%M"""
IPv4 Search(7d),"This Splunk search query is searching for events from three different indexes: prod_checkpoint, prod_cisco_asa, and prod_cisco_ise. The search is then filtering for events where the source IP address matches one of the IP addresses listed in the parentheses.

The | table command is then used to extract specific fields from the matching events and display them in a tabular format. The fields that are being extracted are category, sourcetype, index, url, user, cs_host, c_ip, time, date, action, dest, dvc, and site.

Overall, this search query is looking for events that match certain criteria and extracting specific fields from those events for further analysis.",Always,24h,"index=prod_checkpoint OR index=prod_cisco_asa OR index=prod_cisco_ise 
(134.19.177.46 OR 194.33.45.132 OR 103.133.104.124 OR 103.232.55.27 OR 194.5.98.38 
OR 103.207.36.177 OR 185.222.58.147 OR 194.5.97.87 OR 5.206.224.194 OR 185.19.85.176 
OR 104.171.113.195 OR 103.151.123.132 OR 31.210.21.99 OR 103.151.123.132 OR 31.210.20.96 
OR 87.98.245.48 OR 185.38.142.241 OR 104.236.223.230 OR 185.38.142.241 OR 79.134.225.104 
OR 185.203.119.28 OR 103.133.109.176 OR 64.188.13.141 OR 193.218.118.85 OR 74.125.193.102)
| table category sourcetype index url user cs_host c_ip time date action dest dvc site"
Look for connections towards malicious IPS (90d),"The Splunk search query performs the following actions:

It searches for events in the indexes ""prod_windows"" and ""prod_sophos_onprem"".

It then pipes the results to a sub-search enclosed in square brackets. The sub-search reads in data from a CSV file named ""sunburst-domains.csv"" using the inputlookup command.

The sub-search then renames the field ""ip"" to ""src"" using the rename command and selects only the ""src"" field using the fields command.

The main search then pipes the results of the sub-search to the stats command, which aggregates the results by the ""host"" field and returns a list of unique values in the ""src"" field for each host.

Finally, it renames the list of unique values in the ""src"" field to ""Sunburst"" using the ""AS"" keyword in the stats command.

In summary, this Splunk search query searches for events in specific indexes, extracts IP addresses from a CSV file, aggregates the IP addresses by host, and renames the aggregated list of IP addresses as ""Sunburst"".",Always,24h,"index IN (prod_windows prod_sophos_onprem)
[| inputlookup sunburst-domains.csv| rename ip as src | fields src] 
| stats values(src) AS Sunburst BY host"
Malicious Domains (90d),"This Splunk search query retrieves information from the ""Web"" data model where the destination URLs match certain patterns specified in the ""IN"" clause. Specifically, the query retrieves the earliest time a user accessed each of the matching destination URLs, along with information about the user, the destination, the HTTP method used, the URL accessed, the HTTP referrer, the user agent, the category of the web content, and the action taken. The retrieved results are then formatted to show the time in human-readable format using the ""convert ctime"" command, and only the selected fields are displayed using the ""fields"" command.",Always,24h,"| tstats min(_time) as Time values(Web.user) AS user, values(Web.dest) AS dest, 
  values(Web.http_method) AS method, values(Web.url) AS url, values(Web.http_referrer) AS referrer, 
  values(Web.http_user_agent) AS userAgent, values(Web.category) AS category, values(Web.action) AS 
  action FROM datamodel=Web WHERE Web.dest IN (
  ""*bunikabatedoba13.top*"",
  ""*bvnotike.667.top*"",
  ""*jokimutinke.net*"",
  ""*opiutunuza11.net*"",
  ""*ujnuyteeej.top*"",
  ""*ff.dfbkmoeiruoiumoeio.pro*"",
  ""*x.demolist.org*"",
  ""*nerdasss33.top*"",
  ""*fin.sleeptimellc.net*"",
  ""*support.hebit.at*"",
  ""*pp.ekrjhgkjjhvhkkdfgd.pro*"",
  ""*prod-tp.sumo.mozit.cloud*"",
  ""*makron.bit*"",
  ""*a1815.dscr.akamai.net*"",
  ""*filezilla-project.org*"",
  ""*erwwbasmhtm.com*"",
  ""*fbnurqhsbun.com*""
  ) AND Web.url IN (*)
| fields Time, user, dest, url, method, referrer, userAgent, category, action
| convert ctime(Time)"
Malicious Domains (90d),"This Splunk search query retrieves data related to web traffic and performs the following actions:

Using the tstats command, it calculates the minimum time stamp, user, destination, HTTP method, URL, HTTP referrer, user agent, category, and action values from the Web datamodel.
Filters the data based on the destination values in the Web.dest field, which include specific domain names.
Further filters the data by including only those events where the URL and HTTP referrer fields are not empty.
Groups the results by URL using the BY keyword.
Extracts and keeps only the specified fields using the fields command.
Converts the time field to a human-readable format using the convert command and the ctime function.
Overall, this search query retrieves information on web traffic from a specific set of domains, filters out empty URL and HTTP referrer fields, groups the results by URL, and formats the time field in a more human-readable format.",Always,24h,"| tstats min(_time) as Time values(Web.user) AS user, values(Web.dest) AS dest, 
  values(Web.http_method) AS method, values(Web.url) AS url, values(Web.http_referrer) AS referrer, 
  values(Web.http_user_agent) AS userAgent, values(Web.category) AS category, values(Web.action) AS action 
  FROM datamodel=Web WHERE Web.dest IN (""*new.www1.biz*"", ""*smasters.otzo.com*"", ""*sriggggs.dynamic-dns.net*"", 
  ""*punisher.shacknet.us*"", ""*italidiegwu12.duckdns.org*"", ""*jbfrost.live*"", ""*nectarclampplaza.com*"", ""*str-master.pw*"") 
  AND Web.url IN (""*"") AND Web.http_referrer IN (""*"") 
  BY Web.url 
| fields Time, user, dest, url, method, referrer, userAgent, category, action 
| convert ctime(Time)"
Malicious IP's (30d),"This Splunk search query retrieves information about network traffic where the source IP address is in a specific list, and the destination IP address and destination port can be any value.

The query uses the tstats command to aggregate data from the Network_Traffic datamodel, selecting the earliest and latest times for each event and summarizing several fields such as user, source IP, source port, destination IP, destination port, direction, and action.

Then, the fields command is used to extract specific fields, including Earliest, Latest, user, sourceIP, sourcePort, destinationIP, destinationPort, direction, and action. Finally, the convert command is used to format the time stamps into a human-readable format.",Always,24h,"| tstats earliest(_time) as Earliest latest(_time) as Latest 
  values(All_Traffic.user) as user 
  values(All_Traffic.src_ip) as sourceIP 
  values(All_Traffic.src_port) as sourcePort 
  values(All_Traffic.dest_ip) as destinationIP 
  values(All_Traffic.dest_port) as destinationPort 
  values(All_Traffic.direction) as direction 
  values(All_Traffic.action) as action 
  from datamodel=Network_Traffic 
  where All_Traffic.src_ip IN (
    50.21.183.63 
    50.3.75.246 
    199.21.113.151 
    203.150.19.63 
    173.243.126.142 
    104.107.28.123 
    23.6.24.15 
    23.209.185.159 
    185.121.177.177 
    13.107.21.200 
    172.217.10.142 
    130.255.78.223 
    185.121.177.53 
    144.76.133.38 
    45.63.25.55 
    27.100.36.191 
    89.18.27.34 
    178.63.145.230 
    104.168.144.17 
    62.113.203.55 
    192.35.177.64 
    23.6.65.194 
    195.201.179.207 
    104.20.21.251 
    23.3.13.137
  ) 
  All_Traffic.dest_ip IN (*) All_Traffic.dest_port IN (*) 
  by All_Traffic.dest_ip, All_Traffic.action 
| fields Earliest, Latest, user, sourceIP, sourcePort, destinationIP, destinationPort, direction, action 
| convert ctime(Earliest) ctime(Latest) 
  timeformat=""%d/%m/%y %H%M%S"""
NTP Analysis,"This Splunk search query retrieves network traffic data from the ""Network_Traffic"" datamodel that matches certain criteria. Specifically, it retrieves data where the sourcetype is ""cp_Firewall"" and the destination port is 123, but not where the destination IP is one of a list of excluded IPs, and not where the source IP is one of a list of excluded IPs or the device is one of a list of excluded IPs. Additionally, it excludes data where the action is ""Detect"", ""Prevent"", or ""Drop"".

The results are then summarized by the source IP, action, and destination IP, and the field names are renamed using the ""rename"" and ""fields"" commands. Finally, the ""sort"" command is used to sort the results in descending order by the ""count"" field.

The ""lookup"" command is used twice to enrich the data with additional information. Specifically, it looks up subnet information from a file named ""MySubnets"" based on the source and destination IP addresses, and outputs the corresponding location information.",Always,24h,"| tstats summariesonly=t count FROM datamodel=Network_Traffic 
WHERE sourcetype=""cp_Firewall"" 
AND All_Traffic.dest_port=""123"" 
AND NOT All_Traffic.dest_ip IN (
    ""0.0.0.0"",
    ""192.168.9.3"", // NTP Reading
    ""192.168.9.2"", // NTP Reading
    ""255.255.255.255""
)
AND NOT All_Traffic.src_ip IN (
    ""0.0.0.0"", 
    ""10.70.190.100"", // DC1 NTP
    ""10.80.190.100"", // DC2 NTP
    ""255.255.255.255""
)
AND NOT All_Traffic.dvc IN (
    ""10.60.10.252"", 
    ""10.60.10.253"", 
    ""10.60.73.252"", 
    ""10.60.73.253"",
    ""172.18.248.123"", 
    ""172.18.248.125""
)
AND NOT All_Traffic.action IN (""Detect"", ""Prevent"", ""Drop"")
BY All_Traffic.src_ip, All_Traffic.action, All_Traffic.dest_ip
| rename All_Traffic.* AS *
| sort - count
| lookup MySubnets subnet AS src_ip OUTPUT location AS src_location 
| lookup MySubnets subnet AS dest_ip OUTPUT location AS dest_location 
| rename src_ip AS ""Source IP""
| fields ""Source IP"", src_location, action, count, dest_ip, dest_location"
Readin Traffic,"This Splunk search query uses the tstats command to summarize network traffic data from the Network_Traffic datamodel in Splunk. The search query filters the results by excluding specific IP addresses, firewall actions, and device IPs.

The query then groups the remaining results by source IP, destination port, direction, destination IP, firewall action, and translated destination IP.

After grouping, the query performs several lookup operations using a lookup table named ""MySubnets"" to add location information to the results based on the source IP, destination IP, and translated destination IP.

Finally, the query renames and selects specific fields to display in the output, including the source and destination IP addresses, port number, firewall action, and count of events.

Overall, the search query is designed to provide insight into network traffic patterns and identify potential security issues by filtering out known sources of noise in the data and adding location information for further analysis.",Always,24h,"| tstats summariesonly=t count FROM datamodel=Network_Traffic WHERE 
sourcetype=""cp_Firewall"" 
All_Traffic.dest_port=""*"" 
NOT All_Traffic.dest_ip IN (""0.0.0.0"", ""255.255.255.255"") 
NOT All_Traffic.src_ip IN (""0.0.0.0"", ""10.10.0.*"", ""10.10.1.*"", ""10.10.2.*"", ""10.10.3.*"", 
""10.10.4.*"", ""10.10.8.*"", ""10.10.7.*"", ""10.10.10.*"", ""10.10.15.*"", ""10.10.110.*"", ""10.10.150.18"", 
""10.10.150.37"", ""10.10.150.100"", ""10.10.150.89"", ""10.10.150.99"", ""10.10.150.10"", ""10.10.200.50"", 
""10.10.200.51"", ""10.10.150.60"", ""10.10.150.5"", ""10.10.150.4"", ""10.10.150.11"", ""192.168.40.*"", 
""192.168.9.*"", ""192.168.7.*"", ""10.10.190.*"", ""255.255.255.255"") 
NOT All_Traffic.dvc IN (""10.60.10.252"", ""10.60.10.253"", ""10.60.73.252"", ""10.60.73.253"", 
""172.18.248.123"", ""172.18.248.125"") 
NOT All_Traffic.Action IN (""Detect"", ""Prevent"", ""Drop"") 
BY All_Traffic.src_ip, All_Traffic.dest_port, All_Traffic.direction, All_Traffic.dest_ip, 
All_Traffic.action, All_Traffic.dest_translated_ip 
| rename All_Traffic.* AS * 
| sort - count 
| lookup MySubnets subnet as src_ip OUTPUT location as src_location 
| lookup MySubnets subnet as dest_ip OUTPUT location as dest_location
| lookup MySubnets subnet as dest_translated_ip OUTPUT location as final_location 
| rename src_ip AS ""Source IP"", dest_ip AS ""Destination IP"", dest_port AS Port, direction AS ""FW 
Determined Direction"" 
| fields ""Source IP"", src_location, ""Destination IP"", dest_location, Port, dest_translated_ip, 
final_location, Action, count"
Reading Traffic Clone,"This Splunk search query is used to generate a report on network traffic based on specific criteria.

The search query begins by using the tstats command to summarize the count of events in the ""Network_Traffic"" data model where the ""sourcetype"" is ""CheckPoint_Firewall.""

It then filters the results to include only traffic with a destination port that is not equal to ""*"" and where the destination IP address is not in a specified list of IP addresses. Additionally, it filters out traffic where the source IP address is in a specified list of IP addresses and where the destination virtual computer (dvc) is not in a specified list of IP addresses. Finally, it excludes traffic with an action of ""Detect,"" ""Prevent,"" or ""Drop.""

The results are then grouped by the source IP address, destination port, direction, destination IP address, action, and translated destination IP address, and the fields are renamed accordingly. The results are sorted by count in descending order and are then looked up in a separate ""MySubnets"" lookup table to add location information.

Finally, the search results are narrowed down to only include the specified fields: ""Source IP"", ""src_location"", ""Destination IP"", ""dest_location"", ""Port"", ""dest_translated_ip"", ""final_location"", ""Action"", and ""count"".",Always,24h,"| tstats summariesonly=t count FROM datamodel=Network_Traffic 
WHERE sourcetype=""CheckPoint_Firewall"" 
    All_Traffic.dest_port=""*"" 
    NOT All_Traffic.dest_ip IN (
        ""0.0.0.0"",
        ""255.255.255.255""
    )
    NOT All_Traffic.src_ip IN (
        ""0.0.0.0"", 
        ""10.10.0.*"",
        ""10.10.1.*"",
        ""10.10.2.*"",
        ""10.10.3.*"",
        ""10.10.4.*"",
        ""10.10.8.*"",
        ""10.10.7.*"",
        ""10.10.10.*"",
        ""10.10.15.*"",
        ""10.10.110.*"",
        ""10.10.150.18"", //Bacs Server
        ""10.10.150.37"", //Fruadstar Server
        ""10.10.150.100"", // ESX Server
        ""10.10.150.89"", // VEAM Proxy
        ""10.10.150.99"", // Trend
        ""10.10.150.10"", // Trend
        ""10.10.200.50"", // Franking Machine
        ""10.10.200.51"", // Franking Machine
        ""10.10.150.60"", // SCCM Servers
        ""10.10.150.5"", // DCC
        ""10.10.150.4"", // DCC 2k19
        ""10.10.150.11"", // File Server 02
        ""192.168.40.*"",
        ""192.168.9.*"", // NTP Subnet
        ""192.168.7.*"", // NTP Subnet
        ""10.10.190.*"", // VXRail
        ""255.255.255.255""
    )
    NOT All_Traffic.dvc IN (
        ""10.60.10.252"", ""10.60.10.253"", ""10.60.73.252"", ""10.60.73.253"", 
        ""172.18.248.123"", ""172.18.248.125""
    ) 
    NOT All_Traffic.Action IN (""Detect"", ""Prevent"", ""Drop"")
BY All_Traffic.src_ip, All_Traffic.dest_port, All_Traffic.direction, All_Traffic.dest_ip, All_Traffic.action, All_Traffic.dest_translated_ip
| rename All_Traffic.* AS * 
| sort - count
| lookup MySubnets subnet as src_ip OUTPUT location as src_location 
| lookup MySubnets subnet as dest_ip OUTPUT location as dest_location
| lookup MySubnets subnet as dest_translated_ip OUTPUT location as final_location
| rename src_ip AS ""Source IP"", dest_ip AS ""Destination IP"", dest_port AS Port, direction AS ""FW Determined Direction""
| fields ""Source IP"", src_location, ""Destination IP"", dest_location, Port, dest_translated_ip, final_location, Action, count"
"Search checking for connections to ad sites (Domain, over 30 days)","This Splunk search query retrieves events from the ""prod_checkpoint"" index where the destination IP address matches one of the listed values. The ""|"" character is used to chain together different commands, and the commands used in this query are:

""index=prod_checkpoint"": specifies the index to search
""dest="": filters events where the ""dest"" field matches one of the listed IP addresses
""OR"": combines multiple ""dest"" filters using the OR operator
""table"": specifies which fields to include in the output table
""_time, host, action, conn_direction, dest, hostname, service"": lists the field names to include
""sort"": sorts the results in descending order by the ""_time"" field.
In summary, this search query retrieves events from the ""prod_checkpoint"" index where the destination IP address matches one of the listed values, and then displays a table of selected fields sorted by time in descending order.",Always,24h,"index=prod_checkpoint (dest=""34.231.131.84"" OR dest=""52.87.34.65"" OR dest=""52.41.141.111"" OR dest=""35.164.24.169"" OR dest=""54.149.89.229"" OR dest=""54.191.252.124"" OR dest=""52.10.53.42"" OR dest=""52.26.163.52"" OR dest=""104.27.169.191"" OR dest=""104.27.168.191"" OR dest=""45.82.253.244"" OR dest=""104.206.78.18"") 
| table _time, host, action, conn_direction, dest, hostname, service 
| sort -_time"
"Search checking for connections to ad sites (IP, over 30 days)","This is a Splunk search query that searches the prod_checkpoint index for events where the destination IP address matches any of the specified IP addresses.

The | table command is used to specify the fields that should be included in the search results, including _time, host, action, conn_direction, dest, hostname, and service.

Finally, the | sort command is used to sort the search results in reverse chronological order based on the _time field.

Overall, this query is searching for events related to connections to a specific set of IP addresses and displaying relevant fields in the search results.",Always,24h,"index=prod_checkpoint (dest=""34.231.131.84"" OR dest=""52.87.34.65"" OR dest=""52.41.141.111"" OR dest=""35.164.24.169"" OR dest=""54.149.89.229"" OR dest=""54.191.252.124"" OR dest=""52.10.53.42"" OR dest=""52.26.163.52"" OR dest=""104.27.169.191"" OR dest=""104.27.168.191"" OR dest=""45.82.253.244"" OR dest=""104.206.78.18"")
| table _time host action conn_direction dest hostname service
| sort -_time"
Search checking for signs of the malware (over 30 days),"This Splunk search query is searching for events in all indexes that contain one of the specified strings, which appear to be hexadecimal strings. The search is using the OR operator to combine the multiple strings, so if an event contains any of these strings, it will be included in the search results.

The purpose of this search query is not clear from the provided information, as it is only a partial query and the context of its use is unknown. However, based on the nature of the hexadecimal strings, it is possible that this search query is being used to look for specific values related to security or data analysis.",Always,24h,"index=*
(""33094acd614825a916b77df6c5141c088fc3768b"" OR
""0f4d63961b5f0f85bdf17d7858ab76f4b12173f8af25a3c1c8d84d75bb46d384"" OR
""1b2fe4717cab6010c54d1132c789ab092a0f159733367f57d47a8673090e13e3"" OR
""31f86819ef41477c18e700a75450fb5fc733636f83f92cbf06e6bcfcfd7e39c3"" OR
""4685d1ea51450e291b46a4fb64b549ac423a41bdfe03f1a536c031a90ef05499"" OR
""60f240809b1d3c205a585b2386dcc4a0c6ec63e6038ab122af905e3b9bd9637c"" OR
""63d49ee2a609deacf15d4c5dd3c39b8678b1ef7d64704e6eda648e28ae97cf05"" OR
""7d57f577f22e1b87a1f94876840c924f4335cfac06ccac2dff032db5db763798"" OR
""9d3aab6a662b6f245e46a0548a7b7526fb7921c38f8f2da9fafae8cdae87dde1"" OR
""a88b8339048897ad794f6ba051d714533eaf750ba45d93397e19280fb0187479"" OR
""b56a75e8a431c78253ffca8adf967a33335ffd3413987fc129fb17dc81c3c866"" OR
""b7305f7409d9518d57aad6c9baf04160566c1cc90a9c8284ab7f9fc1c2af116b"" OR
""cea3c5d2afb1417c2e1435fa3035777c992f167532f9a5bc1203468993f025ed"" OR
""d745e27c1892fda16bf37f0cfaeef9cd7e201754bc75abbbd5db534186ff1c57"" OR
""db677e6fcdc8f80720323edd2c7e082ff64f805ec4e545b35c0dfaac370a7f9b"" OR
""dd96cf4443ec8c0ddf8355f1845f5a8c3e252061041231e25bc6d829c3edd5b0"" OR
""deeaf7d761dbb3d7434d378065161122296c07dfda1ad7a72fe2f364d90425db"" OR
""def687be0a9af6454054f20bb0bcfb9d5c7361584a024584174b4776e051926f"" OR
""dfc56347494ca778defdf4b68a70e20f8ce6b994819a9b5923a60e648de97f09"" OR
"""
Search for a process injection associated with Bazar malware (30 days),"This Splunk search query performs a search across multiple indexes (prod_checkpoint, prod_cisco*, prod_o365, prod_windows, prod_sophos*) to find events with the EventCode 4688 and the New_Process_Name matching ""*bash.exe"", ""*lxrun.exe"" or ""*wsl.exe"".

The resulting events are then filtered to include only specific fields (src_user, user, category, New_Process_Name, app, signature, dest, index), and the statistics are calculated by grouping the results by dest, user, src_user. The earliest and latest timestamps are then formatted to include milliseconds, and the resulting table is returned with columns for earliest, latest, count, src_user, user, New_Process_Name, dest, signature, category, app, and index.

In summary, this search query is used to find and analyze process execution events with specific process names on various indexes in the Splunk system, with specific fields of interest and a grouped summary of the results.",Always,24h,"index IN (prod_checkpoint prod_cisco* prod_o365 prod_windows prod_sophos*) EventCode=4688 New_Process_Name IN (""*bash.exe"" ""*lxrun.exe"" ""*wsl.exe"")
| fields src_user, user, category, New_Process_Name, app, signature, dest, index
| stats earliest(_time) as earliest, latest(_time) as latest, count, values(category) as category, values(New_Process_Name) as New_Process_Name, values(app) as app, values(signature) as signature, values(index) as index by dest, user, src_user
| eval earliest=strftime(earliest,""%Y-%m-%d %H%M%S.%Q"")
| eval latest=strftime(latest,""%Y-%m-%d %H%M%S.%Q"")
| table earliest, latest, count, src_user, user, New_Process_Name, dest, signature, category, app, index"
Search for activity to IPS (30d),"This Splunk search query is designed to extract information about user activity on web destinations that match specific criteria. The query uses the tstats command to extract values of several fields from the Web datamodel, including the user, destination, HTTP method, URL, HTTP referrer, user agent, category, and action.

The WHERE clause of the query filters the results to only include events where the Web.dest and Web.url fields match a specific set of values. These values appear to be URLs that contain the string ""f052"" followed by a numeric identifier and the domain ""xsph.ru"".

The query also filters the results to only include events where the HTTP referrer field is not empty, which suggests that the search is looking for activity where users have arrived at the specified URLs from other websites.

Finally, the results are grouped by the Web.url field and the fields user, dest, url, method, referrer, userAgent, category, and action are selected for display using the fields command.",Always,24h,"| tstats values(Web.user) AS user, values(Web.dest) AS dest, values(Web.http_method) AS method, 
values(Web.url) AS url, values(Web.http_referrer) AS referrer, values(Web.http_user_agent) AS 
userAgent, values(Web.category) AS category, values(Web.action) AS action 
FROM datamodel=Web 
WHERE Web.dest IN (
    ""*f0525443.xsph.ru*"",
    ""*f0525538.xsph.ru*"",
    ""*f0526889.xsph.ru*"",
    ""*f0528108.xsph.ru*"",
    ""*f0528018.xsph.ru*"",
    ""*f0528103.xsph.ru*"",
    ""*f0527632.xsph.ru*"",
    ""*f0527590.xsph.ru*"",
    ""*f0527586.xsph.ru*"",
    ""*f0527577.xsph.ru*"",
    ""*f0527472.xsph.ru*"",
    ""*f0527475.xsph.ru*"",
    ""*f0527235.xsph.ru*"",
    ""*f0526632.xsph.ru*"",
    ""*f0526333.xsph.ru*"",
    ""*f0525244.xsph.ru*"",
    ""*f0525767.xsph.ru*"",
    ""*f0525168.xsph.ru*"",
    ""*f0525255.xsph.ru*"",
    ""*f0525053.xsph.ru*""
) 
AND Web.url IN (
    ""*f0525443.xsph.ru*"",
    ""*f0525538.xsph.ru*"",
    ""*f0526889.xsph.ru*"",
    ""*f0528108.xsph.ru*"",
    ""*f0528018.xsph.ru*"",
    ""*f0528103.xsph.ru*"",
    ""*f0527632.xsph.ru*"",
    ""*f0527590.xsph.ru*"",
    ""*f0527586.xsph.ru*"",
    ""*f0527577.xsph.ru*"",
    ""*f0527472.xsph.ru*"",
    ""*f0527475.xsph.ru*"",
    ""*f0527235.xsph.ru*"",
    ""*f0526632.xsph.ru*"",
    ""*f0526333.xsph.ru*"",
    ""*f0525244.xsph.ru*"",
    ""*f0525767.xsph.ru*"",
    ""*f0525168.xsph.ru*"",
    ""*f0525255.xsph.ru*"",
    ""*f0525053.xsph.ru*""
) 
AND Web.http_referrer IN (*) 
BY Web.url
| fields user, dest, url, method, referrer, userAgent, category, action"
Search for created and deleted scheduled tasks 30 days,"This Splunk search query searches for events in the ""prod_windows"" index with any sourcetype that have either EventCode 4698 or 4699. It then sorts the results by the _time field in descending order.

The query then groups events by ComputerName and creates transactions where the start of the transaction is an event with EventCode 4698 and the end of the transaction is an event with EventCode 4699, and the maximum time span for the transaction is 60 minutes.

Finally, the query produces a table of results that shows the ComputerName, EventCode, EventType, and TaskCategory for each transaction. The values function aggregates the values of the EventCode, EventType, and TaskCategory fields for each transaction into a list, which is then displayed in the table.",Always,24h,"index=prod_windows sourcetype=* (EventCode=4698 OR EventCode=4699) 
| sort -_time 
| transaction ComputerName startswith=(EventCode=4698) endswith=(EventCode=4699) maxspan=60m 
| stats values(EventCode) as EventCode values(EventType) as Event values(TaskCategory) as Task_Name by ComputerName"
Search for Domains,"This Splunk search query is used to retrieve information from the Web data model for specific URLs and referrers.

The query uses the ""tstats"" command to perform statistical calculations on the specified fields of the Web data model. It selects the values of the user, destination, HTTP method, URL, HTTP referrer, user agent, category, and action fields from the Web data model.

The ""WHERE"" clause is used to filter the results by the specified URLs and referrers. The asterisk (*) indicates a wildcard that matches any string of characters. The ""BY"" clause groups the results by the URL field.

Finally, the ""fields"" command specifies the fields to include in the output. The user, destination, URL, HTTP method, HTTP referrer, user agent, category, and action fields will be included in the output.",Always,24h,"| tstats values(Web.user) AS user, values(Web.dest) AS dest, values(Web.http_method) AS method, 
values(Web.url) AS url, values(Web.http_referrer) AS referrer, values(Web.http_user_agent) AS 
userAgent, values(Web.category) AS category, values(Web.action) AS action FROM datamodel=Web 
WHERE Web.dest IN (*ddjm.co.kr/bbs/icon/skin/skin.php*, *hivekorea.com/jdboard/member/list.php*, 
*mail.namusoft.kr/jsp/user/eam/board.jsp*, *mail.sisnet.co.kr/jsp/user/sms/sms_recv.jsp*, 
*snum.or.kr/skin_img/skin.php*, *allamwith.com/home/mobile/list.php*, 
*conkorea.com/cshop/banner/list.php*, *ddjm.co.kr/bbs/icon/skin/skin.php*, 
*jinjinpig.co.kr/Anyboard/skin/board.php*) AND Web.url IN (*) AND Web.http_referrer IN (*) 
BY Web.url | fields user, dest, url, method, referrer, userAgent, category, action"
Search for domains 30 days,"This Splunk search query retrieves data from the Web datamodel and filters it based on the destination URLs and the HTTP referrer.

Specifically, it retrieves the earliest time for each distinct combination of user, destination, HTTP method, URL, HTTP referrer, user agent, category, and action for events where the destination URLs match one of the specified values, the URL field is not empty, and the HTTP referrer field is not empty. The results are then formatted to include the converted time, user, destination, URL, HTTP method, HTTP referrer, user agent, category, and action fields, and are displayed in chronological order.

The purpose of this search query may vary depending on the context, but it could be used, for example, to analyze web traffic data to identify patterns, anomalies, or suspicious activity originating from specific URLs.",Always,24h,"| tstats min(_time) as Time values(Web.user) AS user, values(Web.dest) AS dest, 
values(Web.http_method) AS method, values(Web.url) AS url, values(Web.http_referrer) AS referrer, 
values(Web.http_user_agent) AS userAgent, values(Web.category) AS category, values(Web.action) AS 
action FROM datamodel=Web WHERE Web.dest IN (""*new.www1.biz*"", ""*smasters.otzo.com*"", 
""*sriggggs.dynamic-dns.net*"", ""*punisher.shacknet.us*"", ""*italidiegwu12.duckdns.org*"", ""*jbfrost.live*"", 
""*nectarclampplaza.com*"", ""*str-master.pw*"") AND Web.url IN (""*"") AND Web.http_referrer IN (""*"") 
BY Web.url 
| fields Time, user, dest, url, method, referrer, userAgent, category, action 
| convert ctime(Time)"
